address,score,account_age_days,eth_balance,tx_count,tx_success_rate,defi_interactions,token_diversity,malicious_score,mixer_score,delegations_given,delegations_received,delegation_success_rate,zkp_usage,delegation_capacity,staked_collateral,reputation_score,private_key
0x236efBEDF9A22135Fa39faD24a9664f4c046E0E3,532.5025263879647,227.82445751508126,0.7301775992097272,249,0.9979163217689441,40,12,0.06263724560681774,0.0642287374862134,0,1,0.9916327969816396,1,0.07301775992097273,0.036508879960486365,0.6011499619533448,a3daa5442260d72876a502a9b71bd6ad2fec8865c0e9143aaf2b06656ea741a9
0x9F38e059e891bB0e6233745382A45a03054548c6,707.5274664975678,27.651409354349948,0.0009327156368224677,8525,0.9994951411926329,48,11,0.029570776494018503,0.05846752506732781,1,2,0.8278165537478099,0,9.327156368224678e-05,4.663578184112339e-05,0.9958939015039437,9a2aca9bc75768f019646f3e0620e57955d35ab175e0acba99576ac94d555c6a
0xb89B43A2814ECB782c4A71d919db364DD70AA5FF,533.5375337910265,97.94040580370203,5.422599196398577,29,0.9718215984073821,16,16,0.01817197966901507,0.015910165913626706,1,0,0.7171223447932444,0,0.5422599196398578,0.2711299598199289,0.6072990630528096,db3a2052442cfab663bc2c8da3c30c3e6537fc224297b4f04d8177987c595fcf
0x6bEC8e959EA4Cd1824E803204644a0158bD204A5,698.8344717781231,312.85391609384726,67.02456253060632,742,0.8976848567956947,43,4,0.7339109205664829,0.05790655072090837,0,0,0.0,1,6.702456253060632,3.351228126530316,0.2784115080864452,e5993cbf1693ba1562b815dce1961b1eae2c21fc2c9cc396dd76ba4b705c31e8
0x104c3749FEB01287e4A05156d41dF4e50A4c5051,850.0,247.45084730384883,406.1655227860293,58,0.869545276377253,13,0,0.026073146307613194,0.0428273154784034,0,0,0.0,1,40.61655227860294,20.30827613930147,0.883644126685821,7ca41a94e6d5281bdbaf4e05edbef744e3e6940892306c367d74abf14c80c3dc
0x822BBBd16626397E66eEcc43b26Db8ea213C7976,434.50481042661784,247.00774723147026,5.0612132205823945,165,0.9990302800960715,3,3,0.09967878775540558,0.012239077836056267,3,0,0.759568676655394,1,0.5061213220582395,0.2530606610291197,0.7789917006581722,8fc11029269a79b92215f07a278cfd1c0b86f4d3a699b9d9d050a901d80dec27
0x2fD8423805e6a919E177AD2cb81C865BaD35aC89,404.40209340936093,17.79035862647172,0.9333356111243377,1,0.9223216068078157,9,0,0.047417276486727125,0.010137980769024169,0,0,0.0,1,0.09333356111243378,0.04666678055621689,0.0,c34fa762b380f539d4d61d65c9761e9c44adf35888775f822bc98cc936f81f1e
0xE1EdF39C798E97c4488aEC0181aB507A1b037a81,427.2625144989113,319.40019607468116,0.08966622693729569,82,0.931167633917602,14,1,0.038032543763087956,0.013911743855558557,0,0,0.0,0,0.008966622693729569,0.0044833113468647845,0.46722575382777887,1e36acf411d46b903eb8dc912d75c18583760fc4534a633af01ad237de9883b1
0x796337Ab7fFb9e02597be92fDcEbd9F30b61e988,422.1640406178214,52.51927112554704,0.04637359245008507,54,0.8787017454760119,6,5,0.015524063780751208,0.015680488508705792,0,0,0.8218413145281678,0,0.004637359245008507,0.0023186796225042536,0.16715499534650513,359299960c9cce5254cd2f5e860cc41d0a2266b18b46fcb3e830b540b5df33d0
0x23CBF8856b2B1d870785a7D68D295AB6348E11a9,536.6715949349098,93.98146063633487,0.9914977353986832,711,0.9648770169600687,46,7,0.02656656027224166,0.021700786144159837,0,0,0.0,0,0.09914977353986833,0.049574886769934164,0.1370277848584267,f10c63532f96c63d7f95e508adcca54cc2d9a53740e21172fc04c49a196f9a34
0xa807574d6865A0E0f84D318ee57618c92F96C3dA,850.0,159.89712898312177,0.08320400975874956,94342,0.9507466126969528,19,18,0.040892399064766584,0.08938335561306524,0,0,0.0,0,0.008320400975874956,0.004160200487937478,0.14268307621697696,695d7e04818bba66d4ad48120936a2567cf68cda85d96d856ee478815408adb3
0xD04d8e5623A4A508e80AA96288D1c463d559207F,567.5070299433362,91.03864081000228,0.06969446480329076,1656,0.9374804641858674,46,12,0.04315399010791715,0.037152667432958475,0,0,0.0,0,0.006969446480329077,0.0034847232401645383,0.3642389758078801,6c3fec53d6e4624c075f22cef94b976699c00fe039c139ea53be2a757e07f713
0xcbBA0E294e80Dc442A6001A9bCD3Ae0cd92aE18C,625.6851577136212,1368.9930186090598,5.320973344332927,395,0.9718726964552783,35,20,0.06136766690160386,0.008267355448895453,0,0,0.0,0,0.5320973344332928,0.2660486672166464,0.2355296475139168,c7e06a79a7d0a3a73ec68a396491dcd9977f04f0ced8a85f3d6ec6d4ffa7b102
0xC1B7A90e379c901BaFdD3245fc99eD6368Ab7cBa,450.44628703753114,8.783045806521041,0.04530788851590855,166,0.8654880103854051,17,9,0.09094016313240688,0.0046776813937798095,5,0,0.0,1,0.004530788851590855,0.0022653944257954276,0.7436622231313068,553466c7a940fa470d9a703f7afcd9965216ff4d33751a6d3494fbb05034df83
0x3D03E54da507282178CB7C75c37bc1DDDf864009,495.4581886448848,561.9177508495158,0.047346507071464795,20,0.9902516462033509,35,7,0.08636858083525562,0.04883332810897321,2,3,0.0,1,0.00473465070714648,0.00236732535357324,0.5089919259852845,984e63499f3d3ed0a4d9c9a2fa731d3be838f3714f25cb93fcefb555bdccb15e
0x7B37aF2d04326dF15a25bA33dec0B197952f5B07,417.18957053070443,201.63262879689347,1.0761740594572529,3,0.8866575766134397,7,4,0.016890927684635525,0.08708702334581646,0,0,0.0,0,0.10761740594572529,0.053808702972862645,0.0,0eb8e4263fe3a959048798ca0e6fea5ff638e9ec84e739e42601713c28d8585b
